date,price
2023-12-29,77.04
2023-12-28,78.39
2023-12-27,79.65
2023-12-26,81.07
2023-12-22,79.07
2023-12-21,79.39
2023-12-20,79.7
2023-12-19,79.23
2023-12-18,77.95
2023-12-15,76.55
2023-12-14,76.61
2023-12-13,74.26
2023-12-12,73.24
2023-12-11,76.03
2023-12-08,75.84
2023-12-07,74.05
2023-12-06,74.3
2023-12-05,77.2
2023-12-04,78.03
2023-12-01,78.88
2023-11-30,82.83
2023-11-29,83.1
2023-11-28,81.68
2023-11-27,79.98
2023-11-24,80.58
2023-11-23,81.42
2023-11-22,81.96
2023-11-21,82.45
2023-11-20,82.32
2023-11-17,80.61
2023-11-16,77.42
2023-11-15,81.18
2023-11-14,82.47
2023-11-13,82.52
2023-11-10,81.43
2023-11-09,80.01
2023-11-08,79.54
2023-11-07,81.61
2023-11-06,85.18
2023-11-03,84.89
2023-11-02,86.85
2023-11-01,84.63
2023-10-31,87.41
2023-10-30,87.45
2023-10-27,90.48
2023-10-26,87.93
2023-10-25,90.13
2023-10-24,88.07
2023-10-23,89.83
2023-10-20,92.16
2023-10-19,92.38
2023-10-18,91.5
2023-10-17,89.9
2023-10-16,89.65
2023-10-13,90.89
2023-10-12,86.0
2023-10-11,85.82
2023-10-10,87.65
2023-10-09,88.15
2023-10-06,84.58
2023-10-05,84.07
2023-10-04,85.81
2023-10-03,90.92
2023-10-02,90.71
2023-09-29,95.31
2023-09-28,95.38
2023-09-27,96.55
2023-09-26,93.96
2023-09-25,93.29
2023-09-22,93.27
2023-09-21,93.3
2023-09-20,93.53
2023-09-19,94.34
2023-09-18,94.43
2023-09-15,93.93
2023-09-14,93.7
2023-09-13,91.88
2023-09-12,92.06
2023-09-11,90.64
2023-09-08,90.65
2023-09-07,89.92
2023-09-06,90.6
2023-09-05,90.04
2023-09-04,89.0
2023-09-01,88.55
2023-08-31,86.86
2023-08-30,85.86
2023-08-29,85.49
2023-08-28,84.42
2023-08-25,84.48
2023-08-24,83.36
2023-08-23,83.21
2023-08-22,84.03
2023-08-21,84.46
2023-08-18,84.8
2023-08-17,84.12
2023-08-16,83.45
2023-08-15,84.89
2023-08-14,86.21
2023-08-11,86.81
2023-08-10,86.4
2023-08-09,87.55
2023-08-08,86.17
